company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
INDIGO,Mar-23,+,-,-,Shareholder Returns
INDIGO,Mar-24,+,-,-,Reinvestor
INDUSINDBK,Mar-13,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar-14,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar-15,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar-16,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar-17,+,-,-,Shareholder Returns
INDUSINDBK,Mar-18,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar-19,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar-20,-,+,+,Distress Signal
INDUSINDBK,Mar-21,+,-,-,Shareholder Returns
INDUSINDBK,Mar-22,+,-,-,Shareholder Returns
INDUSINDBK,Mar-23,-,-,+,Growth Funded by Debt
INDUSINDBK,Mar-24,-,-,-,Pre-Revenue
INFY,Mar-13,+,-,-,Shareholder Returns
INFY,Mar-14,+,-,-,Shareholder Returns
INFY,Mar-15,+,+,-,Liquidating Assets
INFY,Mar-16,+,-,-,Shareholder Returns
INFY,Mar-17,+,-,-,Reinvestor
INFY,Mar-18,+,+,-,Liquidating Assets
INFY,Mar-19,+,-,-,Reinvestor
INFY,Mar-20,+,-,-,Reinvestor
INFY,Mar-21,+,-,-,Shareholder Returns
INFY,Mar-22,+,-,-,Reinvestor
INFY,Mar-23,+,-,-,Reinvestor
INFY,Mar-24,+,-,-,Shareholder Returns
IOC,Mar-13,+,-,+,Mixed
IOC,Mar-14,+,-,-,Shareholder Returns
IOC,Mar-15,+,-,-,Reinvestor
IOC,Mar-16,+,-,-,Shareholder Returns
IOC,Mar-17,+,-,-,Reinvestor
IOC,Mar-18,+,-,-,Reinvestor
IOC,Mar-19,+,-,+,Mixed
IOC,Mar-20,+,-,+,Mixed
IOC,Mar-21,+,-,-,Reinvestor
IOC,Mar-22,+,-,-,Shareholder Returns
IOC,Mar-23,+,-,-,Reinvestor
IOC,Mar-24,+,-,-,Shareholder Returns
IRCTC,Mar-15,+,-,-,Shareholder Returns
IRCTC,Mar-16,+,+,-,Liquidating Assets
IRCTC,Mar-17,+,+,-,Liquidating Assets
IRCTC,Mar-18,+,+,-,Liquidating Assets
IRCTC,Mar-19,+,-,-,Reinvestor
IRCTC,Mar-20,+,+,-,Liquidating Assets
IRCTC,Mar-21,+,-,-,Reinvestor
IRCTC,Mar-22,+,-,-,Shareholder Returns
IRCTC,Mar-23,+,-,-,Shareholder Returns
IRCTC,Mar-24,+,-,-,Shareholder Returns
IRFC,Mar-16,-,+,+,Distress Signal
IRFC,Mar-17,-,+,+,Distress Signal
IRFC,Mar-18,-,+,+,Distress Signal
IRFC,Mar-19,-,+,+,Distress Signal
IRFC,Mar-20,-,+,+,Distress Signal
IRFC,Mar-21,-,+,+,Distress Signal
IRFC,Mar-22,-,-,+,Growth Funded by Debt
IRFC,Mar-23,-,+,+,Distress Signal
IRFC,Mar-24,+,-,-,Reinvestor
ITC,Mar-13,+,-,-,Reinvestor
ITC,Mar-14,+,-,-,Reinvestor
ITC,Mar-15,+,-,-,Reinvestor
ITC,Mar-16,+,-,-,Shareholder Returns
ITC,Mar-17,+,-,-,Shareholder Returns
ITC,Mar-18,+,-,-,Reinvestor
ITC,Mar-19,+,-,-,Shareholder Returns
ITC,Mar-20,+,-,-,Shareholder Returns
ITC,Mar-21,+,+,-,Liquidating Assets
ITC,Mar-22,+,-,-,Reinvestor
ITC,Mar-23,+,-,-,Shareholder Returns
ITC,Mar-24,+,+,-,Liquidating Assets
JINDALSTEL,Mar-13,+,-,+,Mixed
JINDALSTEL,Mar-14,+,-,+,Mixed
JINDALSTEL,Mar-15,+,-,+,Mixed
JINDALSTEL,Mar-16,+,-,-,Reinvestor
JINDALSTEL,Mar-17,+,-,-,Reinvestor
JINDALSTEL,Mar-18,+,-,-,Shareholder Returns
JINDALSTEL,Mar-19,+,-,-,Reinvestor
JINDALSTEL,Mar-20,+,-,-,Shareholder Returns
JINDALSTEL,Mar-21,+,-,-,Shareholder Returns
JINDALSTEL,Mar-22,+,-,-,Reinvestor
JINDALSTEL,Mar-23,+,-,-,Shareholder Returns
JINDALSTEL,Mar-24,+,-,+,Mixed
JIOFIN,Mar-23,+,-,-,Shareholder Returns
JIOFIN,Mar-24,-,+,-,Unknown
JSWENERGY,Mar-13,+,-,-,Shareholder Returns
JSWENERGY,Mar-14,+,-,-,Shareholder Returns
JSWENERGY,Mar-15,+,-,-,Shareholder Returns
JSWENERGY,Mar-16,+,-,-,Reinvestor
JSWENERGY,Mar-17,+,-,-,Shareholder Returns
JSWENERGY,Mar-18,+,-,-,Reinvestor
JSWENERGY,Mar-19,+,-,-,Reinvestor
JSWENERGY,Mar-20,+,+,-,Liquidating Assets
JSWENERGY,Mar-21,+,-,-,Shareholder Returns
JSWENERGY,Mar-22,+,-,-,Shareholder Returns
JSWENERGY,Mar-23,+,-,+,Mixed
JSWENERGY,Mar-24,+,-,+,Mixed
JSWSTEEL,Mar-13,+,-,-,Reinvestor
JSWSTEEL,Mar-14,+,-,+,Mixed
JSWSTEEL,Mar-15,+,-,-,Shareholder Returns
JSWSTEEL,Mar-16,+,-,-,Reinvestor
JSWSTEEL,Mar-17,+,-,-,Shareholder Returns
JSWSTEEL,Mar-18,+,-,-,Reinvestor
JSWSTEEL,Mar-19,+,-,+,Mixed
JSWSTEEL,Mar-20,+,-,+,Mixed
JSWSTEEL,Mar-21,+,-,-,Shareholder Returns
JSWSTEEL,Mar-22,+,-,-,Reinvestor
JSWSTEEL,Mar-23,+,-,-,Shareholder Returns
JSWSTEEL,Mar-24,+,-,-,Reinvestor
KOTAKBANK,Mar-13,+,-,+,Mixed
KOTAKBANK,Mar-14,+,-,-,Shareholder Returns
KOTAKBANK,Mar-15,+,-,+,Mixed
KOTAKBANK,Mar-16,+,-,+,Mixed
KOTAKBANK,Mar-17,+,-,+,Mixed
KOTAKBANK,Mar-18,-,-,+,Growth Funded by Debt
KOTAKBANK,Mar-19,+,-,+,Mixed
KOTAKBANK,Mar-20,+,-,-,Shareholder Returns
KOTAKBANK,Mar-21,+,-,-,Reinvestor
KOTAKBANK,Mar-22,+,-,+,Mixed
KOTAKBANK,Mar-23,-,-,+,Growth Funded by Debt
KOTAKBANK,Mar-24,+,-,+,Mixed
LICI,Mar-19,+,+,-,Liquidating Assets
LICI,Mar-20,+,-,-,Reinvestor
LICI,Mar-21,+,+,-,Liquidating Assets
LICI,Mar-22,-,+,+,Distress Signal
LICI,Mar-23,+,-,-,Shareholder Returns
LICI,Mar-24,+,-,-,Reinvestor
LODHA,Mar-16,+,-,+,Mixed
LODHA,Mar-17,+,-,-,Reinvestor
LODHA,Mar-18,+,-,+,Mixed
LODHA,Mar-19,-,-,+,Growth Funded by Debt
LODHA,Mar-20,+,+,-,Liquidating Assets
LODHA,Mar-21,+,+,-,Liquidating Assets
LODHA,Mar-22,+,+,-,Liquidating Assets
LODHA,Mar-23,+,+,-,Liquidating Assets
LODHA,Mar-24,+,-,+,Mixed
LT,Mar-13,-,-,+,Growth Funded by Debt
LT,Mar-14,-,-,+,Growth Funded by Debt
LT,Mar-15,-,-,+,Growth Funded by Debt
LT,Mar-16,-,-,+,Growth Funded by Debt
LT,Mar-17,+,-,+,Mixed
LT,Mar-18,-,+,+,Distress Signal
LT,Mar-19,-,-,+,Growth Funded by Debt
LT,Mar-20,+,-,+,Mixed
LT,Mar-21,+,-,-,Shareholder Returns
LT,Mar-22,+,-,-,Shareholder Returns
LT,Mar-23,+,-,-,Shareholder Returns
LT,Mar-24,+,+,-,Liquidating Assets
LTIM,Mar-13,+,-,-,Reinvestor
LTIM,Mar-14,+,+,-,Liquidating Assets
LTIM,Mar-15,+,-,-,Shareholder Returns
LTIM,Mar-16,+,-,-,Shareholder Returns
LTIM,Mar-17,+,-,-,Shareholder Returns
LTIM,Mar-18,+,-,-,Reinvestor
LTIM,Mar-19,+,-,-,Shareholder Returns
LTIM,Mar-20,+,-,-,Shareholder Returns
LTIM,Mar-21,+,-,-,Shareholder Returns
LTIM,Mar-22,+,-,-,Reinvestor
LTIM,Mar-23,+,-,-,Shareholder Returns
LTIM,Mar-24,+,-,-,Reinvestor
M&M,Mar-13,-,-,+,Growth Funded by Debt
M&M,Mar-14,-,-,+,Growth Funded by Debt
M&M,Mar-15,+,-,+,Mixed
M&M,Mar-16,+,-,+,Mixed
M&M,Mar-17,+,-,+,Mixed
M&M,Mar-18,+,-,+,Mixed
M&M,Mar-19,-,-,+,Growth Funded by Debt
M&M,Mar-20,-,-,+,Growth Funded by Debt
M&M,Mar-21,+,-,+,Mixed
M&M,Mar-22,+,-,-,Shareholder Returns
M&M,Mar-23,-,-,+,Growth Funded by Debt
M&M,Mar-24,-,-,+,Growth Funded by Debt
MARUTI,Mar-13,+,-,-,Reinvestor
MARUTI,Mar-14,+,-,-,Reinvestor
MARUTI,Mar-15,+,-,-,Reinvestor
MARUTI,Mar-16,+,-,-,Shareholder Returns
MARUTI,Mar-17,+,-,-,Reinvestor
MARUTI,Mar-18,+,-,-,Shareholder Returns
MARUTI,Mar-19,+,-,-,Shareholder Returns
MARUTI,Mar-20,+,-,-,Reinvestor
MARUTI,Mar-21,+,-,-,Shareholder Returns
MARUTI,Mar-22,+,-,-,Reinvestor
MARUTI,Mar-23,+,-,-,Shareholder Returns
MARUTI,Mar-24,+,-,-,Shareholder Returns
MOTHERSON,Mar-13,+,-,-,Shareholder Returns
MOTHERSON,Mar-14,+,-,-,Shareholder Returns
MOTHERSON,Mar-15,+,-,+,Mixed
MOTHERSON,Mar-16,+,-,-,Shareholder Returns
MOTHERSON,Mar-17,+,-,+,Mixed
MOTHERSON,Mar-18,+,-,-,Reinvestor
MOTHERSON,Mar-19,+,-,-,Shareholder Returns
MOTHERSON,Mar-20,+,-,-,Shareholder Returns
MOTHERSON,Mar-21,+,-,-,Shareholder Returns
MOTHERSON,Mar-22,+,-,-,Reinvestor
MOTHERSON,Mar-23,+,-,-,Reinvestor
MOTHERSON,Mar-24,+,-,+,Mixed
NAUKRI,Mar-13,+,-,-,Shareholder Returns
NAUKRI,Mar-14,+,-,+,Mixed
NAUKRI,Mar-15,+,-,+,Mixed
NAUKRI,Mar-16,+,-,-,Shareholder Returns
NAUKRI,Mar-17,+,-,-,Shareholder Returns
NAUKRI,Mar-18,+,-,-,Shareholder Returns
NAUKRI,Mar-19,+,-,-,Shareholder Returns
NAUKRI,Mar-20,+,+,-,Liquidating Assets
NAUKRI,Mar-21,+,-,+,Mixed
NAUKRI,Mar-22,+,-,+,Mixed
NAUKRI,Mar-23,+,-,+,Mixed
NAUKRI,Mar-24,+,-,+,Mixed
NESTLEIND,Dec-13,+,-,-,Shareholder Returns
NESTLEIND,Dec-14,+,-,-,Reinvestor
NESTLEIND,Dec-15,+,-,-,Shareholder Returns
NESTLEIND,Dec-16,+,-,-,Shareholder Returns
NESTLEIND,Dec-17,+,-,-,Shareholder Returns
NESTLEIND,Dec-18,+,-,-,Shareholder Returns
NESTLEIND,Dec-19,+,+,-,Liquidating Assets
NESTLEIND,Dec-20,+,-,-,Shareholder Returns
NESTLEIND,Dec-21,+,-,-,Reinvestor
NESTLEIND,Dec-22,+,-,-,Shareholder Returns
NESTLEIND,Dec-23,+,-,-,Shareholder Returns
NESTLEIND,Mar-24,+,-,-,Reinvestor
NHPC,Mar-13,+,-,-,Shareholder Returns
NHPC,Mar-14,+,-,-,Reinvestor
NHPC,Mar-15,+,-,-,Shareholder Returns
NHPC,Mar-16,+,-,-,Shareholder Returns
NHPC,Mar-17,+,-,-,Reinvestor
NHPC,Mar-18,+,-,-,Reinvestor
NHPC,Mar-19,+,-,-,Shareholder Returns
NHPC,Mar-20,+,-,+,Mixed
NHPC,Mar-21,+,-,-,Shareholder Returns
NHPC,Mar-22,+,-,-,Shareholder Returns
NHPC,Mar-23,+,-,-,Reinvestor
NHPC,Mar-24,+,-,-,Shareholder Returns
NTPC,Mar-13,+,-,+,Mixed
NTPC,Mar-14,+,-,-,Reinvestor
NTPC,Mar-15,+,-,-,Reinvestor
NTPC,Mar-16,+,-,-,Shareholder Returns
NTPC,Mar-17,+,-,+,Mixed
NTPC,Mar-18,+,-,+,Mixed
NTPC,Mar-19,+,-,+,Mixed
NTPC,Mar-20,+,-,+,Mixed
NTPC,Mar-21,+,-,-,Shareholder Returns
NTPC,Mar-22,+,-,-,Reinvestor
NTPC,Mar-23,+,-,-,Reinvestor
NTPC,Mar-24,+,-,-,Shareholder Returns
ONGC,Mar-13,+,-,-,Reinvestor
ONGC,Mar-14,+,-,+,Mixed
ONGC,Mar-15,+,-,-,Reinvestor
ONGC,Mar-16,+,-,-,Reinvestor
ONGC,Mar-17,+,-,-,Shareholder Returns
ONGC,Mar-18,+,-,+,Mixed
ONGC,Mar-19,+,-,-,Shareholder Returns
ONGC,Mar-20,+,-,-,Shareholder Returns
ONGC,Mar-21,+,-,-,Reinvestor
ONGC,Mar-22,+,-,-,Shareholder Returns
ONGC,Mar-23,+,-,-,Reinvestor
ONGC,Mar-24,+,-,-,Reinvestor
PFC,Mar-13,-,+,+,Distress Signal
PFC,Mar-14,-,+,+,Distress Signal
PFC,Mar-15,-,-,+,Growth Funded by Debt
PFC,Mar-16,-,-,+,Growth Funded by Debt
PFC,Mar-17,+,-,+,Mixed
PFC,Mar-18,-,+,+,Distress Signal
PFC,Mar-19,-,-,+,Growth Funded by Debt
PFC,Mar-20,-,-,+,Growth Funded by Debt
PFC,Mar-21,-,+,+,Distress Signal
PFC,Mar-22,+,-,-,Reinvestor
PFC,Mar-23,-,-,+,Growth Funded by Debt
PFC,Mar-24,-,-,+,Growth Funded by Debt
PIDILITIND,Mar-13,+,-,-,Reinvestor
PIDILITIND,Mar-14,+,-,-,Shareholder Returns
PIDILITIND,Mar-15,+,-,-,Reinvestor
PIDILITIND,Mar-16,+,-,-,Shareholder Returns
PIDILITIND,Mar-17,+,-,+,Mixed
PIDILITIND,Mar-18,+,+,-,Liquidating Assets
PIDILITIND,Mar-19,+,-,-,Reinvestor
PIDILITIND,Mar-20,+,+,-,Liquidating Assets
PIDILITIND,Mar-21,+,-,-,Reinvestor
PIDILITIND,Mar-22,+,-,-,Reinvestor
PIDILITIND,Mar-23,+,-,-,Shareholder Returns
PIDILITIND,Mar-24,+,-,-,Shareholder Returns
PNB,Mar-13,-,-,-,Pre-Revenue
PNB,Mar-14,+,-,+,Mixed
PNB,Mar-15,+,-,+,Mixed
PNB,Mar-16,+,-,+,Mixed
PNB,Mar-17,+,+,-,Liquidating Assets
PNB,Mar-18,-,+,+,Distress Signal
PNB,Mar-19,-,-,+,Growth Funded by Debt
PNB,Mar-20,-,-,+,Growth Funded by Debt
PNB,Mar-21,+,-,+,Mixed
PNB,Mar-22,+,-,+,Mixed
PNB,Mar-23,+,-,+,Mixed
PNB,Mar-24,-,-,+,Growth Funded by Debt
POWERGRID,Mar-13,+,-,+,Mixed
POWERGRID,Mar-14,+,-,+,Mixed
POWERGRID,Mar-15,+,-,+,Mixed
POWERGRID,Mar-16,+,-,+,Mixed
POWERGRID,Mar-17,+,-,+,Mixed
POWERGRID,Mar-18,+,-,+,Mixed
POWERGRID,Mar-19,+,-,-,Shareholder Returns
POWERGRID,Mar-20,+,-,-,Shareholder Returns
POWERGRID,Mar-21,+,-,-,Reinvestor
POWERGRID,Mar-22,+,+,-,Liquidating Assets
POWERGRID,Mar-23,+,-,-,Shareholder Returns
POWERGRID,Mar-24,+,-,-,Reinvestor
RECLTD,Mar-13,-,+,+,Distress Signal
RECLTD,Mar-14,-,+,+,Distress Signal
RECLTD,Mar-15,-,+,+,Distress Signal
RECLTD,Mar-16,-,-,+,Growth Funded by Debt
RECLTD,Mar-17,+,-,-,Shareholder Returns
RECLTD,Mar-18,-,+,+,Distress Signal
RECLTD,Mar-19,-,+,+,Distress Signal
RECLTD,Mar-20,-,+,+,Distress Signal
RECLTD,Mar-21,-,+,+,Distress Signal
RECLTD,Mar-22,-,-,+,Growth Funded by Debt
RECLTD,Mar-23,-,-,+,Growth Funded by Debt
RECLTD,Mar-24,-,-,+,Growth Funded by Debt
RELIANCE,Mar-13,+,-,+,Mixed
RELIANCE,Mar-14,+,-,+,Mixed
RELIANCE,Mar-15,+,-,+,Mixed
RELIANCE,Mar-16,+,-,-,Reinvestor
RELIANCE,Mar-17,+,-,+,Mixed
RELIANCE,Mar-18,+,-,-,Shareholder Returns
RELIANCE,Mar-19,+,-,+,Mixed
RELIANCE,Mar-20,+,-,-,Shareholder Returns
RELIANCE,Mar-21,+,-,+,Mixed
RELIANCE,Mar-22,+,-,+,Mixed
RELIANCE,Mar-23,+,-,+,Mixed
RELIANCE,Mar-24,+,-,-,Shareholder Returns
SBILIFE,Mar-13,+,-,-,Shareholder Returns
SBILIFE,Mar-14,+,-,-,Reinvestor
SBILIFE,Mar-15,+,-,-,Shareholder Returns
SBILIFE,Mar-16,+,-,-,Reinvestor
SBILIFE,Mar-17,+,-,-,Reinvestor
SBILIFE,Mar-18,+,-,-,Shareholder Returns
SBILIFE,Mar-19,+,-,-,Reinvestor
SBILIFE,Mar-20,+,-,-,Shareholder Returns
SBILIFE,Mar-21,+,-,+,Mixed
SBILIFE,Mar-22,+,-,-,Shareholder Returns
SBILIFE,Mar-23,+,-,-,Reinvestor
SBILIFE,Mar-24,+,-,-,Reinvestor
SBIN,Mar-13,+,-,-,Shareholder Returns
SBIN,Mar-14,+,-,+,Mixed
SBIN,Mar-15,+,-,-,Shareholder Returns
SBIN,Mar-16,+,-,+,Mixed
SBIN,Mar-17,+,-,-,Shareholder Returns
SBIN,Mar-18,-,+,+,Distress Signal
SBIN,Mar-19,+,+,+,Cash Accumulator
SBIN,Mar-20,+,-,+,Mixed
SBIN,Mar-21,+,-,+,Mixed
SBIN,Mar-22,+,-,-,Shareholder Returns
SBIN,Mar-23,-,-,+,Growth Funded by Debt
SBIN,Mar-24,+,-,-,Shareholder Returns
SHREECEM,Jun-13,+,-,-,Shareholder Returns
SHREECEM,Jun-14,+,-,-,Shareholder Returns
SHREECEM,Jun-15,+,-,-,Reinvestor
SHREECEM,Mar-16,+,-,-,Shareholder Returns
SHREECEM,Mar-17,+,-,-,Reinvestor
SHREECEM,Mar-18,+,-,+,Mixed
SHREECEM,Mar-19,+,-,-,Shareholder Returns
SHREECEM,Mar-20,+,-,+,Mixed
SHREECEM,Mar-21,+,-,-,Shareholder Returns
SHREECEM,Mar-22,+,-,-,Reinvestor
SHREECEM,Mar-23,+,-,-,Reinvestor
SHREECEM,Mar-24,+,-,-,Shareholder Returns
SHRIRAMFIN,Mar-13,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-14,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-15,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-16,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-17,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-18,-,+,+,Distress Signal
SHRIRAMFIN,Mar-19,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-20,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-21,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-22,-,-,+,Growth Funded by Debt
SHRIRAMFIN,Mar-23,-,+,+,Distress Signal
SHRIRAMFIN,Mar-24,-,-,+,Growth Funded by Debt
SIEMENS,Sep-11,+,+,-,Liquidating Assets
SIEMENS,Sep-14,+,+,-,Liquidating Assets
SIEMENS,Sep-15,+,+,-,Liquidating Assets
SIEMENS,Sep-16,+,+,-,Liquidating Assets
SIEMENS,Sep-17,+,+,-,Liquidating Assets
SIEMENS,Sep-18,+,-,-,Reinvestor
SIEMENS,Sep-19,+,-,-,Reinvestor
SIEMENS,Sep-20,+,+,-,Liquidating Assets
SIEMENS,Sep-21,+,-,-,Reinvestor
SIEMENS,Sep-22,+,-,-,Shareholder Returns
SIEMENS,Sep-23,+,-,-,Shareholder Returns
SIEMENS,Sep-24,+,-,-,Shareholder Returns
SUNPHARMA,Mar-13,+,-,-,Shareholder Returns
SUNPHARMA,Mar-14,+,-,+,Mixed
SUNPHARMA,Mar-15,+,-,-,Shareholder Returns
SUNPHARMA,Mar-16,+,-,-,Shareholder Returns
SUNPHARMA,Mar-17,+,-,-,Shareholder Returns
SUNPHARMA,Mar-18,+,-,-,Reinvestor
SUNPHARMA,Mar-19,+,-,-,Reinvestor
SUNPHARMA,Mar-20,+,-,-,Reinvestor
SUNPHARMA,Mar-21,+,+,-,Liquidating Assets
SUNPHARMA,Mar-22,+,-,-,Reinvestor
SUNPHARMA,Mar-23,+,-,+,Mixed
SUNPHARMA,Mar-24,+,-,-,Shareholder Returns
TATACONSUM,Mar-13,+,+,+,Cash Accumulator
TATACONSUM,Mar-14,+,-,-,Shareholder Returns
TATACONSUM,Mar-15,+,-,-,Reinvestor
TATACONSUM,Mar-16,+,+,-,Liquidating Assets
TATACONSUM,Mar-17,+,+,-,Liquidating Assets
TATACONSUM,Mar-18,+,-,-,Shareholder Returns
TATACONSUM,Mar-19,+,+,-,Liquidating Assets
TATACONSUM,Mar-20,+,-,-,Shareholder Returns
TATACONSUM,Mar-21,+,-,-,Shareholder Returns
TATACONSUM,Mar-22,+,-,-,Reinvestor
TATACONSUM,Mar-23,+,-,-,Reinvestor
TATACONSUM,Mar-24,+,-,+,Mixed
TATAMOTORS,Mar-13,+,-,-,Reinvestor
TATAMOTORS,Mar-14,+,-,-,Shareholder Returns
TATAMOTORS,Mar-15,+,-,+,Mixed
TATAMOTORS,Mar-16,+,-,-,Reinvestor
TATAMOTORS,Mar-17,+,-,+,Mixed
TATAMOTORS,Mar-18,+,-,+,Mixed
TATAMOTORS,Mar-19,+,-,+,Mixed
TATAMOTORS,Mar-20,+,-,+,Mixed
TATAMOTORS,Mar-21,+,-,+,Mixed
TATAMOTORS,Mar-22,+,-,-,Shareholder Returns
TATAMOTORS,Mar-23,+,-,-,Reinvestor
TATAMOTORS,Mar-24,+,-,-,Shareholder Returns
TATAPOWER,Mar-13,+,-,-,Reinvestor
TATAPOWER,Mar-14,+,-,-,Reinvestor
TATAPOWER,Mar-15,+,-,-,Reinvestor
TATAPOWER,Mar-16,+,-,-,Reinvestor
TATAPOWER,Mar-17,+,-,+,Mixed
TATAPOWER,Mar-18,+,-,-,Shareholder Returns
TATAPOWER,Mar-19,+,-,-,Reinvestor
TATAPOWER,Mar-20,+,-,-,Shareholder Returns
TATAPOWER,Mar-21,+,+,-,Liquidating Assets
TATAPOWER,Mar-22,+,-,-,Reinvestor
TATAPOWER,Mar-23,+,-,+,Mixed
TATAPOWER,Mar-24,+,-,-,Reinvestor
TATASTEEL,Mar-13,+,-,-,Reinvestor
TATASTEEL,Mar-14,+,-,+,Mixed
TATASTEEL,Mar-15,+,-,-,Shareholder Returns
TATASTEEL,Mar-16,+,-,-,Reinvestor
TATASTEEL,Mar-17,+,-,-,Reinvestor
TATASTEEL,Mar-18,+,-,+,Mixed
TATASTEEL,Mar-19,+,-,-,Reinvestor
TATASTEEL,Mar-20,+,-,-,Shareholder Returns
TATASTEEL,Mar-21,+,-,-,Reinvestor
TATASTEEL,Mar-22,+,-,-,Shareholder Returns
TATASTEEL,Mar-23,+,-,-,Reinvestor
TATASTEEL,Mar-24,+,-,-,Reinvestor
TCS,Mar-13,+,-,-,Reinvestor
TCS,Mar-14,+,-,-,Reinvestor
TCS,Mar-15,+,-,-,Shareholder Returns
TCS,Mar-16,+,-,-,Shareholder Returns
TCS,Mar-17,+,-,-,Reinvestor
TCS,Mar-18,+,+,-,Liquidating Assets
TCS,Mar-19,+,+,-,Liquidating Assets
TCS,Mar-20,+,+,-,Liquidating Assets
TCS,Mar-21,+,-,-,Reinvestor
TCS,Mar-22,+,-,-,Shareholder Returns
TCS,Mar-23,+,+,-,Liquidating Assets
TCS,Mar-24,+,+,-,Liquidating Assets
TECHM,Mar-13,+,-,+,Mixed
TECHM,Mar-14,+,+,-,Liquidating Assets
TECHM,Mar-15,+,-,-,Reinvestor
TECHM,Mar-16,+,-,-,Shareholder Returns
TECHM,Mar-17,+,-,-,Reinvestor
TECHM,Mar-18,+,-,-,Reinvestor
TECHM,Mar-19,+,-,-,Shareholder Returns
TECHM,Mar-20,+,+,-,Liquidating Assets
TECHM,Mar-21,+,-,-,Reinvestor
TECHM,Mar-22,+,+,-,Liquidating Assets
TECHM,Mar-23,+,-,-,Shareholder Returns
TECHM,Mar-24,+,-,-,Shareholder Returns
TITAN,Mar-13,+,-,-,Shareholder Returns
TITAN,Mar-14,-,-,+,Growth Funded by Debt
TITAN,Mar-15,+,-,-,Reinvestor
TITAN,Mar-16,+,-,-,Reinvestor
TITAN,Mar-17,+,-,-,Shareholder Returns
TITAN,Mar-18,-,+,-,Unknown
TITAN,Mar-19,+,-,-,Reinvestor
TITAN,Mar-20,-,+,-,Unknown
TITAN,Mar-21,+,-,-,Shareholder Returns
TITAN,Mar-22,-,+,-,Unknown
TITAN,Mar-23,+,-,+,Mixed
TITAN,Mar-24,+,-,-,Shareholder Returns
TORNTPHARM,Mar-13,+,-,+,Mixed
TORNTPHARM,Mar-14,+,-,+,Mixed
TORNTPHARM,Mar-15,+,-,+,Mixed
TORNTPHARM,Mar-16,+,-,-,Shareholder Returns
TORNTPHARM,Mar-17,+,-,-,Shareholder Returns
TORNTPHARM,Mar-18,+,-,+,Mixed
TORNTPHARM,Mar-19,+,-,-,Shareholder Returns
TORNTPHARM,Mar-20,+,+,-,Liquidating Assets
TORNTPHARM,Mar-21,+,-,-,Reinvestor
TORNTPHARM,Mar-22,+,-,-,Reinvestor
TORNTPHARM,Mar-23,+,-,+,Mixed
TORNTPHARM,Mar-24,+,-,-,Shareholder Returns
TRENT,Mar-13,+,-,+,Mixed
TRENT,Mar-14,-,-,-,Pre-Revenue
TRENT,Mar-15,-,-,+,Growth Funded by Debt
TRENT,Mar-16,+,-,-,Reinvestor
TRENT,Mar-17,+,-,-,Shareholder Returns
TRENT,Mar-18,+,-,-,Reinvestor
TRENT,Mar-19,+,-,+,Mixed
TRENT,Mar-20,+,-,+,Mixed
TRENT,Mar-21,+,+,-,Liquidating Assets
TRENT,Mar-22,+,+,-,Liquidating Assets
TRENT,Mar-23,+,-,-,Shareholder Returns
TRENT,Mar-24,+,-,-,Shareholder Returns
TVSMOTOR,Mar-13,+,-,-,Reinvestor
TVSMOTOR,Mar-14,+,-,-,Shareholder Returns
TVSMOTOR,Mar-15,+,-,+,Mixed
TVSMOTOR,Mar-16,+,-,-,Shareholder Returns
TVSMOTOR,Mar-17,+,-,-,Reinvestor
TVSMOTOR,Mar-18,+,-,+,Mixed
TVSMOTOR,Mar-19,-,-,+,Growth Funded by Debt
TVSMOTOR,Mar-20,+,-,+,Mixed
TVSMOTOR,Mar-21,+,-,+,Mixed
TVSMOTOR,Mar-22,-,-,+,Growth Funded by Debt
TVSMOTOR,Mar-23,-,-,+,Growth Funded by Debt
TVSMOTOR,Mar-24,-,-,+,Growth Funded by Debt
ULTRACEMCO,Mar-13,+,-,+,Mixed
ULTRACEMCO,Mar-14,+,-,-,Shareholder Returns
ULTRACEMCO,Mar-15,+,-,-,Reinvestor
ULTRACEMCO,Mar-16,+,-,-,Shareholder Returns
ULTRACEMCO,Mar-17,+,-,-,Reinvestor
ULTRACEMCO,Mar-18,+,+,-,Liquidating Assets
ULTRACEMCO,Mar-19,+,+,-,Liquidating Assets
ULTRACEMCO,Mar-20,+,-,-,Reinvestor
ULTRACEMCO,Mar-21,+,-,-,Reinvestor
ULTRACEMCO,Mar-22,+,+,-,Liquidating Assets
ULTRACEMCO,Mar-23,+,-,-,Shareholder Returns
